path,sha256,bytes,kind,change_status,baseline_sha256,purpose,has_direct_entry,default_entry_reachability,reachability_basis,upstream,downstream,literal_file_references,check_depth,substantive_review_scope,associated_tests_static,executed_test_evidence,inherited_review_source,inherited_review_scope,status,limitations
configs/STAGE1B_R4_PUBLIC_POLICY.json,d90f02a075499401743109b03cd3c8cf6f8480e4f2c4b34e6cf48908e755e0e9,333,configuration_or_method_rule,UNCHANGED,d90f02a075499401743109b03cd3c8cf6f8480e4f2c4b34e6cf48908e755e0e9,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],FILE_IDENTITY_AND_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
configs/STAGE1B_R4_R1_PUBLIC_POLICY.json,73bc4f044268e5a87410c2d7c2943f685cbce378b2139cdb716ac57853339004,372,configuration_or_method_rule,UNCHANGED,73bc4f044268e5a87410c2d7c2943f685cbce378b2139cdb716ac57853339004,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],FILE_IDENTITY_AND_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
configs/STAGE1C_EFFECTIVE_POLICY.json,ec3e5856737a1469c5b9a6c020bc34381475b44074d55de26de0c0510874773f,4472,configuration_or_method_rule,UNCHANGED,ec3e5856737a1469c5b9a6c020bc34381475b44074d55de26de0c0510874773f,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],FILE_IDENTITY_AND_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
configs/STAGE1C_R1_EXECUTION_POLICY.json,28f53c5748f22ea48fb96e0800294c09ca8d29a685c64c62b1c5e0625776bc8b,5465,configuration_or_method_rule,ADDED,,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],TARGETED_SUBSTANTIVE_REVIEW,"[""Current exact-byte scoped substantive review documented; complete private review notes are withheld. This does not mean every function was newly audited.""]",[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,CURRENT_SCOPED_REVIEW_DOCUMENTED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
configs/VALIDATION_R1.md,29dfd1c652e3e10bc678c2c9f86e1636b2def8da5c3beac8f9aafc09fb1d717a,7986,configuration_or_method_rule,UNCHANGED,29dfd1c652e3e10bc678c2c9f86e1636b2def8da5c3beac8f9aafc09fb1d717a,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],"[""src/validate_review_bundle_r1.py"",""src/verify_fixed_graph_independent.py""]",FILE_IDENTITY_AND_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
configs/VALIDATION_R2.md,14ba53b13a2b4a6f974cfb46949b4c29768816e7b3d0a04a1bc4e4c051935cc0,6260,configuration_or_method_rule,UNCHANGED,14ba53b13a2b4a6f974cfb46949b4c29768816e7b3d0a04a1bc4e4c051935cc0,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],"[""src/reference_delta_r2.py"",""src/validate_review_bundle_r2.py""]",FILE_IDENTITY_AND_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
configs/VALIDATION_R3.md,7641f2e07911f7f7a00de210e054f43214ca61f5a67e2df40536dc0a8a89ba1c,4404,configuration_or_method_rule,UNCHANGED,7641f2e07911f7f7a00de210e054f43214ca61f5a67e2df40536dc0a8a89ba1c,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],"[""src/validate_review_bundle_r3.py""]",FILE_IDENTITY_AND_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
configs/VALIDATION_R4.md,2f9a2cbfebb856ae9cae17737f253f14c2a2ac640c7a1aaf21333899f899ec7b,452,configuration_or_method_rule,UNCHANGED,2f9a2cbfebb856ae9cae17737f253f14c2a2ac640c7a1aaf21333899f899ec7b,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],FILE_IDENTITY_AND_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
configs/VALIDATION_R4_R1.md,6ba588190a3075f9b14d04d0c79f41c4dca2d8127dbd1a744b8996fa8287aa79,1385,configuration_or_method_rule,UNCHANGED,6ba588190a3075f9b14d04d0c79f41c4dca2d8127dbd1a744b8996fa8287aa79,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],"[""requirements.txt"",""src/validate_review_bundle_r4_r1.py""]",FILE_IDENTITY_AND_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
requirements.txt,8a1ff7c87e0b624415213e3652b974cfe92ac989b17c6cbec17a08d62afe5f72,27,other_entry_or_runtime_dependency,UNCHANGED,8a1ff7c87e0b624415213e3652b974cfe92ac989b17c6cbec17a08d62afe5f72,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],FILE_IDENTITY_AND_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/archive_safety.py,e7f2a79ad7b1ac5c0c93fa76140c9b4696537d51bd892b1d940a509592ff5f77,2569,source,UNCHANGED,e7f2a79ad7b1ac5c0c93fa76140c9b4696537d51bd892b1d940a509592ff5f77,Publicly shipped file; exact byte identity inventoried.,False,"[""package_validation_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/validate_stage1c.py"",""tests/test_archive.py""]",[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_archive.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/assemble_review_inputs_r3.py,032c5236e5f028b6e0afcd527081f2d61485fad8a989d3136f263f9390e5f0cb,13465,source,UNCHANGED,032c5236e5f028b6e0afcd527081f2d61485fad8a989d3136f263f9390e5f0cb,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,[],"[""src/package_review_r3.py"",""src/public_export_r1.py"",""src/validate_review_bundle_r1.py""]","[""configs/PUBLIC_VALIDATION_R3.json"",""configs/STAGE1B_R3_PUBLIC_POLICY.json"",""requirements.txt""]",STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/audit_context_contracts_r4.py,dd72b4f0b1aab4f858cea652d3e0a24fba0b7ed2aa25824bd4e671e8756b5b3e,3197,source,UNCHANGED,dd72b4f0b1aab4f858cea652d3e0a24fba0b7ed2aa25824bd4e671e8756b5b3e,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,[],"[""src/context_ledger_r3.py"",""src/context_queries_r3.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/budget.py,591743a53e66f2ecff7c9925637f52c15f48bd2f232b466d3aebe3e5ed0e3bd1,6011,source,UNCHANGED,591743a53e66f2ecff7c9925637f52c15f48bd2f232b466d3aebe3e5ed0e3bd1,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/budget_r1.py"",""src/budget_r2.py"",""src/dune_live.py"",""src/dune_r2.py"",""src/network.py"",""tests/test_budget.py"",""tests/test_budget_r1.py"",""tests/test_budget_r2.py"",""tests/test_dune_cap_exception.py"",""tests/test_legacy_guard_r4.py"",""tests/test_rpc_context_r1.py""]","[""src/legacy_guard_r4.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_budget.py"",""tests/test_budget_r1.py"",""tests/test_budget_r2.py"",""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_dune_cap_exception.py"",""tests/test_dune_export_metadata.py"",""tests/test_dune_live.py"",""tests/test_dune_r1.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_legacy_guard_r4.py"",""tests/test_page_recovery.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_rpc_context_r1.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/budget_r1.py,f5c9ca724249d2cc4dca962e3e13af8deef1eaefda6453f432ae2447cae50fb1,20501,source,UNCHANGED,f5c9ca724249d2cc4dca962e3e13af8deef1eaefda6453f432ae2447cae50fb1,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/budget_r2.py"",""src/context_access_r3.py"",""src/context_access_r4.py"",""src/dune_r1.py"",""src/rpc_context_r1.py"",""tests/test_budget_r1.py"",""tests/test_dune_cap_exception.py"",""tests/test_dune_r4.py"",""tests/test_legacy_guard_r4.py"",""tests/test_rpc_context_r1.py""]","[""src/budget.py"",""src/dune_cap_exception.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_budget_r1.py"",""tests/test_budget_r2.py"",""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_dune_cap_exception.py"",""tests/test_dune_export_metadata.py"",""tests/test_dune_r1.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_legacy_guard_r4.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_rpc_context_r1.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/budget_r2.py,053fff0fa346e23469b6e48218a5c079c0e17b81829ccacc469ad9013217f8a9,18478,source,UNCHANGED,053fff0fa346e23469b6e48218a5c079c0e17b81829ccacc469ad9013217f8a9,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/context_access_r3.py"",""src/context_access_r4.py"",""src/dune_r2.py"",""src/dune_r4.py"",""tests/test_budget_r2.py"",""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_legacy_guard_r4.py"",""tests/test_r4_retry_integration_review.py""]","[""src/budget.py"",""src/budget_r1.py"",""src/legacy_guard_r4.py"",""src/page_attempts.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_budget_r2.py"",""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_legacy_guard_r4.py"",""tests/test_r4_retry_integration_review.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/cache_probe.py,6e416848b4da0272bb005d43ca9de81937d0b9074ca06179a9d10ddf733d03a8,8130,source,UNCHANGED,6e416848b4da0272bb005d43ca9de81937d0b9074ca06179a9d10ddf733d03a8,Publicly shipped file; exact byte identity inventoried.,True,"[""experiment_cli"",""reports_cli"",""package_validation_cli"",""final_real_replay_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/dune_observed_replay.py"",""src/frontier_labels_r1.py"",""src/replay_order_same_input_r2.py"",""tests/test_event_order_r2.py"",""tests/test_physical_facts.py""]","[""src/collector.py"",""src/collector_inputs.py"",""src/event_order.py"",""src/physical_facts.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_context_ledger_r3.py"",""tests/test_context_repairs_r4.py"",""tests/test_dune_batch_r1.py"",""tests/test_dune_observed_replay.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_event_order_r2.py"",""tests/test_frontier_labels_r1.py"",""tests/test_frontier_labels_r2.py"",""tests/test_legacy_guard_r4.py"",""tests/test_physical_facts.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_reference_delta_r2.py"",""tests/test_revision_validation_r4_r1.py"",""tests/test_stage1c_r1_faults.py"",""tests/test_stage1c_r1_pipeline.py"",""tests/test_stage1c_real_replay.py"",""tests/test_stage1c_runner.py"",""tests/test_validate_review_bundle_r1.py"",""tests/test_validate_review_bundle_r2.py"",""tests/test_validate_review_bundle_r3.py"",""tests/test_validation_status_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/collector.py,de2f40e8080f5b0f6039bbe3c0f1d8adc22ba67c0b32fdc3fa60d148c573cabb,16910,source,UNCHANGED,de2f40e8080f5b0f6039bbe3c0f1d8adc22ba67c0b32fdc3fa60d148c573cabb,Publicly shipped file; exact byte identity inventoried.,False,"[""experiment_cli"",""reports_cli"",""package_validation_cli"",""final_real_replay_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/cache_probe.py"",""src/collector_inputs.py"",""src/collector_replay.py"",""src/dune_batch_r1.py"",""src/dune_observed_replay.py"",""src/event_order.py"",""src/frontier_labels_r1.py"",""src/provider_dune.py"",""src/provider_etherscan.py"",""src/replay_order_same_input_r2.py"",""tests/test_collector.py"",""tests/test_dune_batch_r1.py"",""tests/test_dune_observed_replay.py"",""tests/test_event_order_r2.py"",""tests/test_page_recovery.py"",""tests/test_physical_facts.py"",""tests/test_provider_contracts_r4.py"",""tests/test_provider_dune.py""]","[""src/physical_facts.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_collector.py"",""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_context_ledger_r3.py"",""tests/test_context_repairs_r4.py"",""tests/test_dune_batch_r1.py"",""tests/test_dune_observed_replay.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_event_order_r2.py"",""tests/test_frontier_labels_r1.py"",""tests/test_frontier_labels_r2.py"",""tests/test_legacy_guard_r4.py"",""tests/test_mixed_receipts_r4_r1.py"",""tests/test_page_recovery.py"",""tests/test_physical_facts.py"",""tests/test_pilot_metrics_r2.py"",""tests/test_provider_contracts_r4.py"",""tests/test_provider_dune.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_reference_delta_r2.py"",""tests/test_revision_validation_r4_r1.py"",""tests/test_stage1c_r1_faults.py"",""tests/test_stage1c_r1_pipeline.py"",""tests/test_stage1c_real_replay.py"",""tests/test_stage1c_runner.py"",""tests/test_validate_review_bundle_r1.py"",""tests/test_validate_review_bundle_r2.py"",""tests/test_validate_review_bundle_r3.py"",""tests/test_validation_status_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/collector_inputs.py,a7badf3db841be64735a7d19b8e09547a78117db5b5db5ad1c5dc3e711d7114e,2639,source,UNCHANGED,a7badf3db841be64735a7d19b8e09547a78117db5b5db5ad1c5dc3e711d7114e,Publicly shipped file; exact byte identity inventoried.,False,"[""experiment_cli"",""reports_cli"",""package_validation_cli"",""final_real_replay_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/cache_probe.py"",""src/dune_batch_r1.py"",""src/dune_observed_replay.py"",""src/frontier_labels_r1.py""]","[""src/collector.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_context_ledger_r3.py"",""tests/test_context_repairs_r4.py"",""tests/test_dune_batch_r1.py"",""tests/test_dune_observed_replay.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_event_order_r2.py"",""tests/test_frontier_labels_r1.py"",""tests/test_frontier_labels_r2.py"",""tests/test_legacy_guard_r4.py"",""tests/test_physical_facts.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_reference_delta_r2.py"",""tests/test_revision_validation_r4_r1.py"",""tests/test_stage1c_r1_faults.py"",""tests/test_stage1c_r1_pipeline.py"",""tests/test_stage1c_real_replay.py"",""tests/test_stage1c_runner.py"",""tests/test_validate_review_bundle_r1.py"",""tests/test_validate_review_bundle_r2.py"",""tests/test_validate_review_bundle_r3.py"",""tests/test_validation_status_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
