sample_id,query_id,incident_id,kind,source_layer,zero_hop,method,category,target,status,output_kind,lower_raw,upper_raw,point_raw,POISON_NOMINAL_RAW,physical_capacity_raw,asset,evidence_ids,unit,input_fact_hash,certification
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,addresses,T|ETH,COMPLETED,POISON_NOMINAL_RAW,,,,3,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,events,seed,COMPLETED,POISON_NOMINAL_RAW,,,,2,2,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,events,enter,COMPLETED,POISON_NOMINAL_RAW,,,,3,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,joint_by_asset,ETH,COMPLETED,POISON_NOMINAL_RAW,,,,3,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,addresses,T|ETH,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,3/2,,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,events,seed,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,2,,2,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,events,enter,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,3/2,,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,joint_by_asset,ETH,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,3/2,,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_CROSS_TARGET_COUPLING,addresses,T|ETH,COMPLETED,product_of_target_specific_copies,1,2,,,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_CROSS_TARGET_COUPLING,events,enter,COMPLETED,product_of_target_specific_copies,1,2,,,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_CROSS_TARGET_COUPLING,joint_by_asset,ETH,COMPLETED,product_of_target_specific_copies,1,2,,,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_PROTOCOL_CONTINUATION,addresses,T|ETH,COMPLETED,feasible_interval,1,2,,,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_PROTOCOL_CONTINUATION,events,enter,COMPLETED,feasible_interval,1,2,,,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/00,controlled-v1/normal_mixing/00,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_PROTOCOL_CONTINUATION,joint_by_asset,ETH,COMPLETED,feasible_interval,1,2,,,3,ETH,[],raw_by_asset_no_cross_asset_sum,5325617e15ee17d7cd111976cdc27c505fc66c39d85fa552e0c93aa2c0881c90,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BALANCE_INFORMATION_REMOVED,addresses,T|ETH,COMPLETED,feasible_interval,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BALANCE_INFORMATION_REMOVED,events,enter,COMPLETED,feasible_interval,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BALANCE_INFORMATION_REMOVED,joint_by_asset,ETH,COMPLETED,feasible_interval,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,FULL_INTERVAL,addresses,T|ETH,COMPLETED,feasible_interval,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,FULL_INTERVAL,events,enter,COMPLETED,feasible_interval,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,FULL_INTERVAL,joint_by_asset,ETH,COMPLETED,feasible_interval,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BOUNDED_REACHABILITY,addresses,T|ETH,COMPLETED,ADDRESS_EVENT_SET_NO_AMOUNT,,,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BOUNDED_REACHABILITY,events,seed,COMPLETED,ADDRESS_EVENT_SET_NO_AMOUNT,,,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BOUNDED_REACHABILITY,events,enter,COMPLETED,ADDRESS_EVENT_SET_NO_AMOUNT,,,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BOUNDED_REACHABILITY,joint_by_asset,ETH,COMPLETED,ADDRESS_EVENT_SET_NO_AMOUNT,,,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,addresses,T|ETH,COMPLETED,POISON_NOMINAL_RAW,,,,2,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,events,seed,COMPLETED,POISON_NOMINAL_RAW,,,,2,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,events,enter,COMPLETED,POISON_NOMINAL_RAW,,,,2,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,joint_by_asset,ETH,COMPLETED,POISON_NOMINAL_RAW,,,,2,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,addresses,T|ETH,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,1,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,events,seed,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,2,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,events,enter,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,1,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,joint_by_asset,ETH,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,1,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_CROSS_TARGET_COUPLING,addresses,T|ETH,COMPLETED,product_of_target_specific_copies,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_CROSS_TARGET_COUPLING,events,enter,COMPLETED,product_of_target_specific_copies,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_CROSS_TARGET_COUPLING,joint_by_asset,ETH,COMPLETED,product_of_target_specific_copies,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_PROTOCOL_CONTINUATION,addresses,T|ETH,COMPLETED,feasible_interval,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_PROTOCOL_CONTINUATION,events,enter,COMPLETED,feasible_interval,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/01,controlled-v1/normal_mixing/01,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_PROTOCOL_CONTINUATION,joint_by_asset,ETH,COMPLETED,feasible_interval,0,2,,,2,ETH,[],raw_by_asset_no_cross_asset_sum,be866af273d41157c594da922d7192b82f28878459e84366a28f99a25d06afd8,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,FULL_INTERVAL,addresses,T|ETH,COMPLETED,feasible_interval,4,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,FULL_INTERVAL,events,enter,COMPLETED,feasible_interval,4,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,FULL_INTERVAL,joint_by_asset,ETH,COMPLETED,feasible_interval,4,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BOUNDED_REACHABILITY,addresses,T|ETH,COMPLETED,ADDRESS_EVENT_SET_NO_AMOUNT,,,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BOUNDED_REACHABILITY,events,seed,COMPLETED,ADDRESS_EVENT_SET_NO_AMOUNT,,,,,5,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BOUNDED_REACHABILITY,events,enter,COMPLETED,ADDRESS_EVENT_SET_NO_AMOUNT,,,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BOUNDED_REACHABILITY,joint_by_asset,ETH,COMPLETED,ADDRESS_EVENT_SET_NO_AMOUNT,,,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,addresses,T|ETH,COMPLETED,POISON_NOMINAL_RAW,,,,11,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,events,seed,COMPLETED,POISON_NOMINAL_RAW,,,,5,5,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,events,enter,COMPLETED,POISON_NOMINAL_RAW,,,,11,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,POISON,joint_by_asset,ETH,COMPLETED,POISON_NOMINAL_RAW,,,,11,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,addresses,T|ETH,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,55/12,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,events,seed,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,5,,5,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,events,enter,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,55/12,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,HAIRCUT,joint_by_asset,ETH,COMPLETED,PROPORTIONAL_FEASIBLE_POINT,,,55/12,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_CROSS_TARGET_COUPLING,addresses,T|ETH,COMPLETED,product_of_target_specific_copies,4,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_CROSS_TARGET_COUPLING,events,enter,COMPLETED,product_of_target_specific_copies,4,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_CROSS_TARGET_COUPLING,joint_by_asset,ETH,COMPLETED,product_of_target_specific_copies,4,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_PROTOCOL_CONTINUATION,addresses,T|ETH,COMPLETED,feasible_interval,4,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_PROTOCOL_CONTINUATION,events,enter,COMPLETED,feasible_interval,4,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,NO_PROTOCOL_CONTINUATION,joint_by_asset,ETH,COMPLETED,feasible_interval,4,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BALANCE_INFORMATION_REMOVED,addresses,T|ETH,COMPLETED,feasible_interval,0,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
controlled-v1/normal_mixing/02,controlled-v1/normal_mixing/02,SYNTHETIC_CONTROLLED_V1,controlled,SYNTHETIC,False,BALANCE_INFORMATION_REMOVED,events,enter,COMPLETED,feasible_interval,0,5,,,11,ETH,[],raw_by_asset_no_cross_asset_sum,52d0d0236f924ea954728d569f1e6881103763cd396d448ee0303ed98332edc9,QUERY_ACCEPTED
